8251 0
8252 0
8253 0
8254 0
8255 0
8256 0
8257 0
8258 0
8259 0
8260 0
8261 0
8262 0
8263 0
8264 0
8265 0
8266 0
8267 0
8268 0
8269 0
8270 0
8271 0
8272 0
8273 0
8274 0
8275 0
8276 0
8277 0
8278 0
8279 0
8280 0
8281 0
8282 0
8283 0
8284 0
8285 0
8286 0
8287 0
8288 0
8289 0
8290 0
8291 0
8292 0
8293 0
8294 0
8295 0
8296 0
8297 0
8298 0
8299 0
8300 0
8301 0
8302 0
8303 0
8304 0
8305 0
8306 0
8307 0
8308 0
8309 0
8310 0
8311 0
8312 0
8313 0
8314 0
8315 0
8316 0
8317 0
8318 0
8319 0
8320 0
8321 0
8322 0
8323 0
8324 0
8325 0
8326 0
8327 1484.84888
8328 0
8329 0
8330 0
8331 0
8332 0
8333 0
8334 0
8335 0
8336 0
8337 0
8338 0
8339 0
8340 0
8341 0
8342 0
8343 0
8344 0
8345 0
8346 0
8347 0
8348 0
8349 0
8350 0
8351 0
8352 0
8353 0
8354 0
8355 0
8356 0
8357 0
8358 0
8359 0
8360 0
8361 0
8362 0
8363 0
8364 0
8365 0
8366 0
8367 0
8368 0
8369 0
8370 0
8371 0
8372 0
8373 0
8374 0
8375 0
8376 0
8377 0
8378 0
8379 0
8380 0
8381 0
8382 0
8383 0
8384 0
8385 0
8386 0
8387 0
8388 0
8389 0
8390 0
8391 9883.884020000001
8392 0
8393 0
8394 0
8395 0
8396 0
8397 0
8398 0
8399 0
8400 0
8401 0
8402 0
8403 0
8404 0
8405 0
8406 0
8407 0
8408 0
8409 0
8410 0
8411 0
8412 0
8413 0
8414 0
8415 0
8416 0
8417 0
8418 0
8419 0
8420 0
8421 0
8422 0
8423 0
8424 0
8425 0
8426 0
8427 0
8428 0
8429 0
8430 0
8431 0
8432 0
8433 0
8434 0
8435 0
8436 0
8437 0
8438 0
8439 0
8440 0
8441 0
8442 0
8443 0
8444 0
8445 0
8446 0
8447 0
8448 0
8449 0
8450 0
8451 0
8452 0
8453 0
8454 0
8455 0
8456 0
8457 0
8458 0
8459 0
8460 0
8461 0
8462 0
8463 0
8464 0
8465 0
8466 0
8467 0
8468 0
8469 0
8470 0
8471 0
8472 5760.71778
8473 5760.71778
8474 0
8475 0
8476 0
8477 0
8478 0
8479 0
8480 0
8481 0
8482 0
8483 0
8484 0
8485 0
8486 0
8487 0
8488 0
8489 0
8490 0
8491 0
8492 0
8493 0
8494 0
8495 0
8496 0
8497 0
8498 0
8499 0
8500 0
8501 0
8502 0
8503 0
8504 0
8505 0
8506 0
8507 0
8508 0
8509 0
8510 0
8511 0
8512 0
8513 0
8514 0
8515 0
8516 0
8517 0
8518 0
8519 0
8520 0
8521 0
8522 0
8523 0
8524 0
8525 0
8526 0
8527 0
8528 0
8529 0
8530 0
8531 0
8532 0
8533 0
8534 0
8535 0
8536 0
8537 0
8538 0
8539 0
8540 0
8541 0
8542 0
8543 0
8544 0
8545 0
8546 0
